,id,tweet_id,text,tag,date,partition
394,853,361547780096921600,train crash in spain <URL> #journalism <URL> ,Related and informative,Sun Jul 28 18:04:42 +0000 2013,train
395,854,361553589203779584,"“ me quiero morir , no quiero ver esto ” , las primeras palabras del maquinista del tren de españa después del accidente http : … ",Related and informative,Sun Jul 28 18:27:47 +0000 2013,train
396,855,361554620994158592,sharing #suaju spanish train driver appears in court - wall street journal #spainish #spain <URL> ,Not related,Sun Jul 28 18:31:53 +0000 2013,train
397,856,361569384940044288,fabricante de tren descarrilado en españa envía técnicos a investigar . <URL> ,Related and informative,Sun Jul 28 19:30:33 +0000 2013,train
398,857,361571733746098176,aumenta a 79 el número de muertos en tren de españa <URL> vía <USR> ,Related and informative,Sun Jul 28 19:39:53 +0000 2013,train
399,858,361585423954362370,juez deja en libertad con cargos a maquinista de tren en santiago de compostela <USR> ,Related and informative,Sun Jul 28 20:34:17 +0000 2013,train
400,859,361590016734003200,train conductor due in court after crash in spain kills 79 : #pennystocks #stocks ,Related and informative,Sun Jul 28 20:52:32 +0000 2013,train
401,860,361592814330593280,"#másleídasdelasemana #video : así fue el descarrilamiento del tren en galicia , españa <URL> ",Related and informative,Sun Jul 28 21:03:39 +0000 2013,train
402,861,361593221152903168,#linkaloo #newsve maquinista del tren accidentado en españa queda en libertad con … <URL> ,Related and informative,Sun Jul 28 21:05:16 +0000 2013,train
403,862,361594789830987776,spain death toll increases : the death toll from this week ’ s high speed train crash in spain has risen to 79 . a . . . <URL> ,Related and informative,Sun Jul 28 21:11:30 +0000 2013,train
404,863,361595620328349697,juez deja en libertad al maquinista del tren descarrilado en españa - <URL> #notiwtf <URL> ,Related and informative,Sun Jul 28 21:14:48 +0000 2013,train
405,864,361601983079133186,spain : emergency teams took too much time to aid train passengers - experts <URL> [ elpais ] ,Related and informative,Sun Jul 28 21:40:05 +0000 2013,train
406,865,361605497884905473,españa : liberan con cargos al maquinista de tren siniestrado <URL> ,Related and informative,Sun Jul 28 21:54:03 +0000 2013,train
407,866,361617984344690688,maquinista del tren descarrilado en santiago de compostela sale libre con cargos <URL> ,Related and informative,Sun Jul 28 22:43:40 +0000 2013,train
408,867,361622480655360000,spanish train conductor charged in crash : the driver of the train that derailed in northwestern spain was charged . . . <URL> ,Related and informative,Sun Jul 28 23:01:32 +0000 2013,train
409,868,361623315300884480,driver of train that derailed in spain has been charged with 79 counts of homicide by professional recklessness . <URL> ,Related and informative,Sun Jul 28 23:04:51 +0000 2013,train
410,869,361626221936779264,spanish train conductor charged in deadly crash : the driver of the train that derailed in northwestern spain i . . . <URL> ,Related and informative,Sun Jul 28 23:16:24 +0000 2013,train
411,977,362749406233108483,"breaking the rules ! driver of train that killed 79 in spain was texting , reading at time of crash <URL> ",Related and informative,Thu Aug 01 01:39:32 +0000 2013,train
412,978,362857258579161088,"rajoy es el maquinista y españa el tren , ya sabéis como acaba todo . #findelacita ",Related - but not informative,Thu Aug 01 08:48:06 +0000 2013,train
413,979,363070002074632192,join the spain report ' s first ever news quest to santiago de compostela to find out more about the train crash : <URL> ,Related and informative,Thu Aug 01 22:53:28 +0000 2013,train
472,264,360189165335347202,randazzo viajó a españa a pedir ayuda ferroviaria el día q descarriló un tren / / seguro q <USR> dice q ésto es una jugada d magnetto ,Related and informative,Thu Jul 25 00:06:03 +0000 2013,train
473,265,360189421162725376,el fc barcelona quiere expresar su más sincero pésame por las víctimas del accidente de tren en santiago de compostela … ,Related - but not informative,Thu Jul 25 00:07:04 +0000 2013,train
474,266,360189555401441280,mi corazón está con todas las familias de las víctimas en el trágico accidente de tren en santiago de compostela . http :// t … ,Related - but not informative,Thu Jul 25 00:07:36 +0000 2013,train
475,267,360189731574775809,"descarriló un tren en españa : confirman 35 muertos se trata de una formación alvia de renfe , que cubría la ruta . . . <URL> ",Related and informative,Thu Jul 25 00:08:18 +0000 2013,train
476,268,360189995794968576,ya son 56 muertos y por lo menos 70 heridos por descarrilamiento de tren en españa ,Related and informative,Thu Jul 25 00:09:21 +0000 2013,train
477,269,360190079668461568,: at least 56 die in train derailment in spain <URL> ,Related and informative,Thu Jul 25 00:09:41 +0000 2013,train
478,270,360190121615699969,local media report more than 50 killed in train derailment in northwestern spain . <URL> ,Related and informative,Thu Jul 25 00:09:51 +0000 2013,train
479,271,360191023416213504,"at least 45 killed as train derails in spain : santiago de compostela , spain ( reuters ) - at least 45 people wer . . . <URL> ",Related and informative,Thu Jul 25 00:13:26 +0000 2013,train
480,272,360191782572662786,"ahora está en brasil , pero será q el señor vélez va para españa a cubrir el accidente de tren ? quiere estar en todo . protagonista del año ! ",Related - but not informative,Thu Jul 25 00:16:27 +0000 2013,train
481,273,360193196048912384,"se descarriló tren en santiago de compostela españa hay heridos y muertos , <URL> ",Related and informative,Thu Jul 25 00:22:04 +0000 2013,train
482,274,360193984569671680,el real madrid anula la rueda de prensa tras el partido en lyon por el accidente de tren en santiago de compostela . bonito … ,Related and informative,Thu Jul 25 00:25:12 +0000 2013,train
483,275,360195767148879873,descarrilamiento de tren enluta a #españa <URL> / / van 45 fallecidos / ( mi solidaridad y oración por to … ,Related and informative,Thu Jul 25 00:32:17 +0000 2013,train
484,276,360200196325519360,es con gran tristeza que me enteré de la noticia del accidente de tren en españa . #animogalicia ,Related - but not informative,Thu Jul 25 00:49:53 +0000 2013,train
485,277,360200296993013760,se eleva a 60 el número de muertos por accidente de tren en #españa <URL> ,Related and informative,Thu Jul 25 00:50:17 +0000 2013,train
486,278,360200506733363201,es con gran tristeza que me enteré de la noticia del accidente de tren en españa . #animogalicia ,Related - but not informative,Thu Jul 25 00:51:07 +0000 2013,train
487,279,360203144921235456,ascienden a 60 los fallecidos al descarrilar un tren en santiago de compostela y los heridos superan el centenar <URL> ,Related and informative,Thu Jul 25 01:01:36 +0000 2013,train
488,280,360203182682537984,ascienden a 60 los fallecidos al descarrilar un tren en santiago de compostela y los heridos superan el centenar <URL> ,Related and informative,Thu Jul 25 01:01:45 +0000 2013,train
489,281,360203207860944898,es con gran tristeza que me enteré de la noticia del accidente de tren en españa . #animogalicia ,Related - but not informative,Thu Jul 25 01:01:51 +0000 2013,train
490,282,360203262370136066,mi corazón está con todas las familias de las víctimas en el trágico accidente de tren en santiago de compostela . ,Related - but not informative,Thu Jul 25 01:02:04 +0000 2013,train
491,283,360204382266077184,my heart is with the families of all the victims from the tragic train accident in santiago de compostela . ,Related - but not informative,Thu Jul 25 01:06:31 +0000 2013,train
492,284,360206500397989888,"train derails in spain , killing 56 people and injuring more than 100 <URL> ",Related and informative,Thu Jul 25 01:14:56 +0000 2013,train
493,285,360207884522500097,pray for the train victims in spain ,Related - but not informative,Thu Jul 25 01:20:26 +0000 2013,train
494,286,360209146999603200,el fc barcelona quiere expresar su más sincero pésame por las víctimas del accidente de tren en santiago de compostela … ,Related - but not informative,Thu Jul 25 01:25:27 +0000 2013,train
495,287,360210141041266689,#españa . 03:25 hle . 6 de las principales tendencias temáticas en twitter hablan del accidente del tren #alvia <URL> ,Related - but not informative,Thu Jul 25 01:29:24 +0000 2013,train
496,288,360210866647465984,spain train crash : at least 56 dead <URL> #europe #accident #news ,Related and informative,Thu Jul 25 01:32:17 +0000 2013,train
497,289,360213760742404098,adolorido por lo sucedido c el tren en españa . paz ,Related - but not informative,Thu Jul 25 01:43:47 +0000 2013,train
498,290,360214079471747073,"spain passenger train derails , killing at least 40 <URL> ",Related and informative,Thu Jul 25 01:45:03 +0000 2013,train
499,291,360216222769491969,ánimos para os afectados polo accidente de tren acontecido en santiago de compostela . #ánimogalicia #tragediasantiago ,Related - but not informative,Thu Jul 25 01:53:34 +0000 2013,train
500,292,360218735161778177,"at least 60 people dead after train derails in spain , leaving dozens of passengers crushed under smashed carri . . . <URL> ",Related and informative,Thu Jul 25 02:03:33 +0000 2013,train
501,293,360219519521787905,photo : breakingnews : dozens killed in train wreck in spain reuters : the estimate of the death toll from the . . . <URL> ,Related and informative,Thu Jul 25 02:06:40 +0000 2013,train
502,294,360219771180032000,at least 45 people killed in #galicia train derailment - spain ' s pm due to visit site <URL> <URL> ,Related and informative,Thu Jul 25 02:07:40 +0000 2013,train
503,295,360220882649628672,descarriló un tren en españa : confirman 60 muertos <URL> vía <USR> ,Related and informative,Thu Jul 25 02:12:05 +0000 2013,train
504,296,360221054632865793,"suman 56 los muertos por el descarrilamiento de un tren en santiago de compostela , españa <URL> ",Related and informative,Thu Jul 25 02:12:46 +0000 2013,train
505,297,360221641822842882,al menos 60 muertos y más de 100 heridos deja accidente de tren en españa <URL> vía <URL> triste suceso . ,Related and informative,Thu Jul 25 02:15:06 +0000 2013,train
506,298,360222921077174272,"spain passenger train derails , killing dozens - cbc . ca : cbc . caspain passenger train derails , killing dozenscbc . . . <URL> ",Related and informative,Thu Jul 25 02:20:11 +0000 2013,train
507,299,360237097833082881,"at least 56 people killed , 70 injured as train derails in #spain ",Related and informative,Thu Jul 25 03:16:31 +0000 2013,train
508,300,360238100280115201,más de cincuenta muertos al descarrilar un tren en santiago de compostela : fuentes de la delegación del gobier . . . <URL> ,Related and informative,Thu Jul 25 03:20:30 +0000 2013,train
509,301,360252537082888192,toll rises in spain train derailment ; reports say up to 60 dead <URL> ,Related and informative,Thu Jul 25 04:17:52 +0000 2013,train
510,302,360253019406864384,confirman 69 muertos en descarrilamiento de tren en españa <URL> ,Related and informative,Thu Jul 25 04:19:47 +0000 2013,train
511,303,360253468218363904,al menos 77 muertos y más de 143 heridos por tragedia ferroviaria en españa : un tren que cubría la ruta entre . . . <URL> ,Related and informative,Thu Jul 25 04:21:34 +0000 2013,train
512,304,360253812142911488,actualización : cerca de 70 muertos tras descarrilamiento de un tren en españa <URL> ,Related and informative,Thu Jul 25 04:22:56 +0000 2013,train
513,305,360256085434703874,al despertarnos en hong kong nos enteramos del accidente del tren en españa . mis condolencias a las familias de las ví … ,Related - but not informative,Thu Jul 25 04:31:58 +0000 2013,train
514,306,360259042423222273,"man . rt <USR> : at least 77 killed in spain train derailment , spokeswoman for high court says - <USR> <URL> ",Related and informative,Thu Jul 25 04:43:43 +0000 2013,train
515,307,360259617059643392,es con gran tristeza que me enteré de la noticia del accidente de tren en españa . #animogalicia ,Related - but not informative,Thu Jul 25 04:46:00 +0000 2013,train
516,308,360259713503469568,"rt <USR> : at least 77 killed in spain train derailment , spokeswoman for high court says - <USR> http :/ … ",Related and informative,Thu Jul 25 04:46:23 +0000 2013,train
517,309,360260661437149184,"at least 60 killed , up to 131 injured , after train derails in spain - <URL> ",Related and informative,Thu Jul 25 04:50:09 +0000 2013,train
518,310,360263157052215297,descarriló un tren en españa : confirman 77 muertos <URL> ,Related and informative,Thu Jul 25 05:00:04 +0000 2013,train
519,311,360264159486689282,"aumentan a 77 los fallecidos en españa por accidente de tren . hay al menos 130 heridos , hasta el momento <URL> ",Related and informative,Thu Jul 25 05:04:03 +0000 2013,train
520,312,360266864791797760,urgente : asciende a 77 el número de muertos en descarrilamiento de tren en #santiago de compostela #españa <URL> ,Related and informative,Thu Jul 25 05:14:48 +0000 2013,train
521,313,360270811631853568,buenos días . . . un tren vuelve a hacer llorar a españa . . . ,Related - but not informative,Thu Jul 25 05:30:29 +0000 2013,train
522,314,360272183186034688,el accidente de tren en santiago de compostela en imágenes <URL> <URL> ,Related and informative,Thu Jul 25 05:35:56 +0000 2013,train
523,315,360273919619506176,breaking update : at least 77 people have been killed in a train derailment at santiago de compostela in north - western spai … ,Related and informative,Thu Jul 25 05:42:50 +0000 2013,train
524,316,360275056288468992,survivors of horrific train wreck in spain ; 60 dead ; 131 hurt . <USR> gallery : <URL> <URL> ,Related and informative,Thu Jul 25 05:47:21 +0000 2013,train
525,317,360275156926611456,too bad ! rt <USR> : breaking : a train has derailed in spain claiming at least 69 lives and injuring 140 people . more to follow . . . ,Related and informative,Thu Jul 25 05:47:45 +0000 2013,train
526,318,360275366654382080,death toll in spain train derailment rises to 77 : <URL> ,Related and informative,Thu Jul 25 05:48:35 +0000 2013,train
527,319,360278206202384386,"at least 77 killed , 131 injured , after train derails in spain <URL> ",Related and informative,Thu Jul 25 05:59:52 +0000 2013,train
528,320,360278302683955201,[ presstv latest ] - spain train fatalities rise to 77 <URL> ,Related and informative,Thu Jul 25 06:00:15 +0000 2013,train
529,321,360278411735875585,spain train crash 35 dead <URL> ,Related and informative,Thu Jul 25 06:00:41 +0000 2013,train
530,322,360281297387659264,scores reported dead as train derails in spain <URL> ,Related and informative,Thu Jul 25 06:12:09 +0000 2013,train
531,323,360281641328967680,"at least 77 killed in spain train derailment , spokeswoman for high court says - <USR> <URL> ",Related and informative,Thu Jul 25 06:13:31 +0000 2013,train
532,324,360285294567759872,77 dead after train derails in spain : a passenger train derailed as it hurtled around a curve in northwestern . . . <URL> ,Related and informative,Thu Jul 25 06:28:02 +0000 2013,train
533,325,360288595510181889,"the train , which was heading from madrid to ferrol , derailed near santiago de compostela in galicia last night #c4news ",Related and informative,Thu Jul 25 06:41:09 +0000 2013,train
534,326,360288947806552064,see all the pictures > > gallery : spain train crash <URL> ,Related and informative,Thu Jul 25 06:42:33 +0000 2013,train
535,327,360292844327538689,"spain train crash : reports of at least 77 killed , 130 injured <URL> ",Related and informative,Thu Jul 25 06:58:02 +0000 2013,train
536,328,360293091804053504,"77 dead after train derails , splits apart in spain - cnn <URL> ",Related and informative,Thu Jul 25 06:59:01 +0000 2013,train
537,329,360296002634268672,"at least 77 killed , 131 injured , after #train derails in #spain | news , international | the daily star <URL> ",Related and informative,Thu Jul 25 07:10:35 +0000 2013,train
538,330,360296392704532480,al despertarnos en hong kong nos enteramos del accidente del tren en españa . mis condolencias a las familias de las ví … ,Related - but not informative,Thu Jul 25 07:12:08 +0000 2013,train
539,331,360296459825971200,excessive speeds may have caused deadly spain train accident . <URL> ,Related and informative,Thu Jul 25 07:12:24 +0000 2013,train
540,332,360296984105586688,dozens killed in train wreck in spain reuters : estimate of the death toll from the train derailment in sp … <URL> ,Related and informative,Thu Jul 25 07:14:29 +0000 2013,train
541,333,360299131593437184,our thoughts with families of victims of tragic train accident in spain . wish speedy recovery to injured . impressive effor … ,Related - but not informative,Thu Jul 25 07:23:01 +0000 2013,train
542,334,360299236438441984,at least 77 people have been killed in a train derailment at santiago de compostela in north - western spain ,Related and informative,Thu Jul 25 07:23:26 +0000 2013,train
543,335,360299840409845761,al menos 77 muertos y más de 140 heridos al descarrilar un tren en santiago de compostela <URL> vía <USR> ,Related and informative,Thu Jul 25 07:25:50 +0000 2013,train
544,336,360300461179408384,update : massive train accident in spain kills at least 60 <URL> <URL> ,Related and informative,Thu Jul 25 07:28:18 +0000 2013,train
545,337,360300649944055808,"update : at least 77 killed , 131 injured , after train derails in spain | reuters <URL> ",Related and informative,Thu Jul 25 07:29:03 +0000 2013,train
546,338,360301136470753280,mi mas sentido pesame a los familiares de las victimas de la tragedia de tren en santiago de compostela . ,Related - but not informative,Thu Jul 25 07:30:59 +0000 2013,train
547,339,360303061668859904,at least 77 people dead in spain train accident - yahoo ! news : yahoo ! newsat least 77 people dead in spain tra . . . http :/ … ,Related and informative,Thu Jul 25 07:38:38 +0000 2013,train
548,340,360303275578368001,mi mas sentido pesame a los familiares de las victimas de la tragedia de tren en santiago de compostela . ,Related - but not informative,Thu Jul 25 07:39:29 +0000 2013,train
550,342,360306261901848576,des d ' erc - barcelona expressem el nostre condol i solidaritat a les víctimes de l ' accident de tren de #santiago de compostela #ànimsgalicia ,Related - but not informative,Thu Jul 25 07:51:21 +0000 2013,train
549,341,360306261885059073,mi mas sentido pesame a los familiares de las victimas de la tragedia de tren en santiago de compostela . ,Related - but not informative,Thu Jul 25 07:51:21 +0000 2013,train
551,343,360306316444581889,"on the eve of st james ’ patronal feast , let us pray for the dead and injured of train accident compostella , spain http :/ … ",Related - but not informative,Thu Jul 25 07:51:34 +0000 2013,train
552,344,360306668757712896,"breaking : at least 77 people killed after train derailed in galicia , spain [ galicia court official , reuters ] <URL> ",Related and informative,Thu Jul 25 07:52:58 +0000 2013,train
553,345,360307415343833090,death toll in spain train derailment rises to 77 : <URL> ,Related and informative,Thu Jul 25 07:55:56 +0000 2013,train
554,346,360307889291796481,"at least 77 people dead after train derails in spain , the worst train accident in decades : <URL> - vw ",Related and informative,Thu Jul 25 07:57:49 +0000 2013,train
555,347,360310745633800193,"at least 77 people dead after train derails in spain , the worst train accident in decades <URL> ",Related and informative,Thu Jul 25 08:09:10 +0000 2013,train
556,348,360314654708338688,es con gran tristeza que me enteré de la noticia del accidente de tren en españa . #animogalicia ,Related - but not informative,Thu Jul 25 08:24:42 +0000 2013,train
557,349,360314889576775680,es con gran tristeza que me enteré de la noticia del accidente de tren en españa . #animogalicia ,Related - but not informative,Thu Jul 25 08:25:38 +0000 2013,train
558,350,360315309019766784,que pena todo lo acontecido en el trágico accidente de tren en #españa que registra 77 muertos y más de 140 heridos <URL> ,Related and informative,Thu Jul 25 08:27:18 +0000 2013,train
559,351,360316949005209600,"dreadful news about the train crash in spain , so many dead , so many injured my thoughts go out to families and relatives #staystronggalicia ",Related and informative,Thu Jul 25 08:33:49 +0000 2013,train
560,352,360317032861925376,arrr . . . que mal pinta el accidente de tren de santiago de compostela :( animo a los familiares y afectados . ,Related - but not informative,Thu Jul 25 08:34:09 +0000 2013,train
561,353,360321575309942784,desde #djfankymusic queremos dar el más sincero pésame a todas las familias del accidente de tren en santiago de compostela . #animogalicia ,Related - but not informative,Thu Jul 25 08:52:12 +0000 2013,train
562,354,360325761229533184,"el accidente de tren de santiago , el tercero más grave de la historia ferroviaria en españa <URL> ",Related and informative,Thu Jul 25 09:08:50 +0000 2013,train
563,355,360327627673845760,"<URL> #newsca spain passenger train derails , killing 77 - cbc . ca <URL> ",Related and informative,Thu Jul 25 09:16:15 +0000 2013,train
564,356,360328814682832896,un gran abrazo y nuestro cariño a todas las familias y afectados por el accidente de tren de santiago de compostela . #ánim … ,Related - but not informative,Thu Jul 25 09:20:58 +0000 2013,train
565,357,360333919125639170,el fc barcelona vol expressar el seu condol per les víctimes de l ' accident de tren a santiago de compostela #ánimogali … ,Related - but not informative,Thu Jul 25 09:41:15 +0000 2013,train
566,358,360334439236112384,al menos 60 muertos y 130 heridos en accidente de tren en españa > > <URL> <URL> ,Related and informative,Thu Jul 25 09:43:19 +0000 2013,train
567,359,360334950953791489,"the train that derailed in spain on wednesday had no technical problems and had been checked on the day , rail company says ",Related and informative,Thu Jul 25 09:45:21 +0000 2013,train
568,360,360335466832203778,actualización : #tren siniestrado en #españa iba a 190 km / h . el límite de velocidad es de 80 kilómetros #alvia <URL> ,Related and informative,Thu Jul 25 09:47:24 +0000 2013,train
569,361,360336309899890688,"oramos por los afectados del accidente de tren en galicia , españa . por favor ayudamos a interceder por los . . . http :// t . … ",Related - but not informative,Thu Jul 25 09:50:45 +0000 2013,train
570,362,360340206404112384,"pope ' deeply moved ' by train crash in spain : santiago de compostela , spain , jul 25, 2013 / 03:06 am . . . <URL> #c … ",Related and informative,Thu Jul 25 10:06:14 +0000 2013,train
571,363,360341456315088897,spain ' s pm was born in the town where the train crash took place ( santiago de compostela ) . he is visiting scene now http :// t . … ,Related and informative,Thu Jul 25 10:11:12 +0000 2013,train
572,364,360343272427765762,horrible waking up to hear of spain ' s worst train crash in 40 years ,Related - but not informative,Thu Jul 25 10:18:25 +0000 2013,train
573,365,360343322776182784,al menos 78 muertos y casi 150 heridos por el descarrilamiento del tren en santiago de compostela . ,Related and informative,Thu Jul 25 10:18:37 +0000 2013,train
574,366,360344673321103360,"descarrilé , ¿ qué le voy a hacer ? , dijo el maquinista del tren que descarriló en santiago de compostela , después de tomar u … ",Related and informative,Thu Jul 25 10:23:59 +0000 2013,train
575,367,360345482834362368,in pictures : deadly train derailment in spain <URL> ,Related and informative,Thu Jul 25 10:27:12 +0000 2013,train
576,368,360346523017547779,desde castillosdearena queremos expresar nuestro pésame por las víctimas del accidente de tren de santiago de compostela ,Related - but not informative,Thu Jul 25 10:31:20 +0000 2013,train
577,369,360347223491477507,"<USR> they are difficult moments for galicia , in spain . accident of train leaves 79 dead . rt so that the people be in … ",Related and informative,Thu Jul 25 10:34:07 +0000 2013,train
578,370,360348179792789506,es con gran tristeza que me enteré de la noticia del accidente de tren en españa . #animogalicia ,Related - but not informative,Thu Jul 25 10:37:55 +0000 2013,train
579,371,360349211583197185,spain train crash death toll mounts the number of people killed in spain ' s worst train der <URL> ,Related and informative,Thu Jul 25 10:42:01 +0000 2013,train
580,372,360349865894625281,#valencia se suma al luto nacional por el accidente de tren en santiago de compostela <URL> #accidentegalicia ,Related - but not informative,Thu Jul 25 10:44:37 +0000 2013,train
581,373,360351409398484992,spain train crash death toll mounts : the number of people killed in spain ' s worst train derailment in nearly 7 . . . <URL> ,Related and informative,Thu Jul 25 10:50:45 +0000 2013,train
582,374,360351715595268097,presidente de españa visita la zona donde se descarrilo tren llegando a santiago . <URL> ,Related and informative,Thu Jul 25 10:51:58 +0000 2013,train
583,375,360353531707932674,"descarrilé , qué le voy a hacer , dijo el maquinista del tren . caso tragedia en españa . ",Related and informative,Thu Jul 25 10:59:11 +0000 2013,train
584,376,360354076950659075,vídeo : una càmera va captar el moment de l ' accident de tren a santiago de compostela <URL> #animogalicia #galiciachora ,Related and informative,Thu Jul 25 11:01:21 +0000 2013,train
585,377,360354429293170688,vídeo del momento del accidente del tren de santiago de compostela : <URL> ,Related and informative,Thu Jul 25 11:02:45 +0000 2013,train
586,378,360354483823312897,vídeo : así descarriló el tren de santiago de compostela <URL> #galiciadeluto #animogalicia #accidentesanti … ,Related and informative,Thu Jul 25 11:02:58 +0000 2013,train
587,379,360354500600528896,the spain train crash just gets worse . 78 people dead and more than 140 injured . thoughts are with everyone involved . ,Related and informative,Thu Jul 25 11:03:02 +0000 2013,train
588,380,360354710303154177,vídeo del momento del accidente de tren en santiago de compostela <URL> ,Related and informative,Thu Jul 25 11:03:52 +0000 2013,train
589,381,360355242975567872,✪ briton among the injured as train carrying pilgrims derails in spain leaving at least 77 dead : . . . <URL> ,Related and informative,Thu Jul 25 11:05:59 +0000 2013,train
590,382,360355633037455362,<USR> : vídeo : así descarriló el tren de santiago de compostela <URL> #galiciadeluto #animogalici … ,Related and informative,Thu Jul 25 11:07:32 +0000 2013,train
591,383,360355746283659265,"impactante , así descarrilo el tren ayer en santiago de compostela <URL> ",Related and informative,Thu Jul 25 11:07:59 +0000 2013,train
592,384,360355754672259072,<USR> : vídeo : así descarriló el tren de santiago de compostela <URL> #galiciadeluto #animogalicia #accidentesantiago ,Related and informative,Thu Jul 25 11:08:01 +0000 2013,train
593,385,360356090241753088,esta niña iba en el tren . no se sabe nada de ella y está sola en españa . si tienes datos escribir a <USR> htt … ,Related and informative,Thu Jul 25 11:09:21 +0000 2013,train
594,386,360356111217459201,vídeo : así descarriló el tren de santiago de compostela <URL> #galiciadeluto #animogalicia #accidentesanti … ,Related and informative,Thu Jul 25 11:09:26 +0000 2013,train
595,387,360356564177129472,vídeo : así descarriló el tren de santiago de compostela <URL> #galiciadeluto #animogalicia #accidentesanti … ,Related and informative,Thu Jul 25 11:11:14 +0000 2013,train
596,388,360356799091712000,nuestro cariño y fuerza para los familiares de las víctimas y para los heridos en el tren de santiago de compostela . es … ,Related - but not informative,Thu Jul 25 11:12:10 +0000 2013,train
597,389,360357881184391168,vídeo : así descarriló el tren de santiago de compostela <URL> #galiciadeluto #animogalicia #accidentesanti … ,Related and informative,Thu Jul 25 11:16:28 +0000 2013,train
598,390,360358564876922880,spain train derailment : spain train derailment <URL> #atlanta #ga ,Related and informative,Thu Jul 25 11:19:11 +0000 2013,train
599,391,360359856705777664,imágenes inéditas del accidente de tren en santiago de compostela <URL> ,Related and informative,Thu Jul 25 11:24:19 +0000 2013,train
600,392,360360649454399488,vídeo : así descarriló el tren de santiago de compostela . impresionante . sin palabras <URL> #galiciadelu … ,Related and informative,Thu Jul 25 11:27:28 +0000 2013,train
601,393,360361425404833792,video : high - speed train crashes in northwest spain - <USR> via youtube <URL> <URL> ,Related and informative,Thu Jul 25 11:30:33 +0000 2013,train
602,394,360361660285849600,impactantes las imágenes del accidente de tren en españa . ,Related and informative,Thu Jul 25 11:31:29 +0000 2013,train
603,395,360361765139259394,"at least 77 dead , up to 145 injured following high - speed train crash in spain <URL> ",Related and informative,Thu Jul 25 11:31:54 +0000 2013,train
604,396,360362608198561792,fallece el periodista enrique beotas en el accidente del tren de santiago de compostela <URL> ,Related and informative,Thu Jul 25 11:35:15 +0000 2013,train
605,397,360362687873556480,ほほう ( ^_^ ； ) っ footage emerges of deadly spain train crash <URL> なんというリアルタイム 、 、 、 ,Related and informative,Thu Jul 25 11:35:34 +0000 2013,train
606,398,360362960515903488,breaking news [ video ] : high - speed train crashes in northwest spain - <USR> <URL> <URL> ,Related and informative,Thu Jul 25 11:36:39 +0000 2013,train
607,399,360363170235301888,vídeo : así descarriló el tren de santiago de compostela <URL> #galiciadeluto #animogalicia #accidentesanti … ,Related and informative,Thu Jul 25 11:37:29 +0000 2013,train
608,400,360364705321201664,"at least 78 killed , 131 injured , in spain train disaster – reuters | live news <URL> ",Related and informative,Thu Jul 25 11:43:35 +0000 2013,train
609,401,360365305140219905,mi mas sentido pesame a los familiares de las victimas de la tragedia de tren en santiago de compostela . ,Related - but not informative,Thu Jul 25 11:45:58 +0000 2013,train
610,402,360366412428091394,10 shocking seconds . footage of speeding train crash in spain . <URL> via <USR> <URL> ,Related and informative,Thu Jul 25 11:50:22 +0000 2013,train
611,403,360367121244487680,mucho ánimo a todos los afectados del accidente de tren en santiago de compostela . ,Related - but not informative,Thu Jul 25 11:53:11 +0000 2013,train
612,404,360367419056857089,my condolences to the family of train accident in spain galicia . . you to do rt this and to give #animustospain ,Related - but not informative,Thu Jul 25 11:54:22 +0000 2013,train
613,405,360367872033292288,video of train derailment in spain . horrifying . <URL> ,Related and informative,Thu Jul 25 11:56:10 +0000 2013,train
614,406,360369088385658880,#españa video grabo momento en que descarrila tren en santiago de c galicia https://t.co/p5nfno0gm5 ( vía <USR> ) ,Related and informative,Thu Jul 25 12:01:00 +0000 2013,train
615,407,360369390354579456,"tragedia en españa : el tren iba a 190 km / h , más del doble de lo permitido . la zona estaba limitada a 80 kilómetros por hora ",Related and informative,Thu Jul 25 12:02:12 +0000 2013,train
616,408,360369885307613184,video slow motion and zoom train spain crash إسبانيا قطار испания поезд españa tren स ् प े न ट ् र े न 西班牙火车 <URL> #breakingnews ,Related and informative,Thu Jul 25 12:04:10 +0000 2013,train
617,409,360370640290725890,esta niña iba en el tren . no se sabe nada de ella y está sola en españa . si tienes datos escribir a <USR> <URL> ,Related - but not informative,Thu Jul 25 12:07:10 +0000 2013,train
618,410,360370912916275200,terrible #spain : train derailment at santiago de compostela kills 77 . worst rail accident in 40 yrs & 1 st since 1972 ht … ,Related and informative,Thu Jul 25 12:08:15 +0000 2013,train
619,411,360370975809863681,watch video of the actual moment when a spanish train crashes at santiago de compostela <URL> ,Related and informative,Thu Jul 25 12:08:30 +0000 2013,train
620,412,360372519317946369,ahhh . . . venia pistiando como un campeon el del tren de españa ! ! ! ! ,Related - but not informative,Thu Jul 25 12:14:38 +0000 2013,train
621,413,360372712272699392,spain train crash : driver : ' i ' m at 1 9 0 kmph and we ' re going to derail ! ' - <URL> <URL> ,Related and informative,Thu Jul 25 12:15:24 +0000 2013,train
622,414,360372938760912896,"watch : remarkable video shows the moment a high - speed train derailed in spain , killing at least 78 <URL> ",Related and informative,Thu Jul 25 12:16:18 +0000 2013,train
623,415,360373924397191169,impresionante video del descarrilamiento de tren en españa <URL> ,Related and informative,Thu Jul 25 12:20:13 +0000 2013,train
